"","File.Name","Sample","Date","Subject","PlateWell","PlateRow","PlateColumn","Position","FileIndex","HeartLocation","runCol","MedianIntensity","TotalIds"
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_C20_BC21_1_7490.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_C20_BC21_1_7490.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_C20_BC21_1_7490.d",2022-10-19,"Subject3","C20","C","20","BC21","7490","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_C20_BC21_1_7490.d",14.5609596970907,6115
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_C21_BC22_1_7491.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_C21_BC22_1_7491.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_C21_BC22_1_7491.d",2022-10-19,"Subject3","C21","C","21","BC22","7491","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_C21_BC22_1_7491.d",12.7561643232216,1967
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_C22_BC23_1_7492.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_C22_BC23_1_7492.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_C22_BC23_1_7492.d",2022-10-19,"Subject3","C22","C","22","BC23","7492","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_C22_BC23_1_7492.d",14.0451965060595,10602
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_C23_BC3_1_7493.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_C23_BC3_1_7493.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_C23_BC3_1_7493.d",2022-10-19,"Subject3","C23","C","23","BC3","7493","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_C23_BC3_1_7493.d",14.224793069656,5985
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D19_BD20_1_7508.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D19_BD20_1_7508.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_D19_BD20_1_7508.d",2022-10-19,"Subject3","D19","D","19","BD20","7508","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D19_BD20_1_7508.d",14.0241917024478,5956
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D20_BD21_1_7509.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D20_BD21_1_7509.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_D20_BD21_1_7509.d",2022-10-19,"Subject3","D20","D","20","BD21","7509","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D20_BD21_1_7509.d",13.5397040816812,4823
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D21_BD22_1_7510.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D21_BD22_1_7510.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_D21_BD22_1_7510.d",2022-10-19,"Subject3","D21","D","21","BD22","7510","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D21_BD22_1_7510.d",14.3102364390873,9261
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D22_BD23_1_7511.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D22_BD23_1_7511.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_D22_BD23_1_7511.d",2022-10-19,"Subject3","D22","D","22","BD23","7511","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D22_BD23_1_7511.d",14.083529189202,6593
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D23_BD24_1_7512.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D23_BD24_1_7512.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_D23_BD24_1_7512.d",2022-10-19,"Subject3","D23","D","23","BD24","7512","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D23_BD24_1_7512.d",14.1247836600248,6002
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D24_BD3_1_7513.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D24_BD3_1_7513.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_D24_BD3_1_7513.d",2022-10-19,"Subject3","D24","D","24","BD3","7513","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_D24_BD3_1_7513.d",13.4017261841725,9061
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_E20_BE21_1_7524.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_E20_BE21_1_7524.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_E20_BE21_1_7524.d",2022-10-19,"Subject3","E20","E","20","BE21","7524","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_E20_BE21_1_7524.d",14.4935865446448,5966
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_E21_BE24_1_7525.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_E21_BE24_1_7525.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_E21_BE24_1_7525.d",2022-10-19,"Subject3","E21","E","21","BE24","7525","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_E21_BE24_1_7525.d",14.1843601114734,6137
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_E24_BE3_1_7526.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_E24_BE3_1_7526.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_E24_BE3_1_7526.d",2022-10-19,"Subject3","E24","E","24","BE3","7526","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_E24_BE3_1_7526.d",13.9756509629298,9112
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_F19_BF2_1_7552.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_F19_BF2_1_7552.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_F19_BF2_1_7552.d",2022-10-19,"Subject3","F19","F","19","BF2","7552","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_F19_BF2_1_7552.d",13.3019105362209,7621
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_F20_BF22_1_7554.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_F20_BF22_1_7554.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_F20_BF22_1_7554.d",2022-10-19,"Subject3","F20","F","20","BF22","7554","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_F20_BF22_1_7554.d",13.8762674463435,4796
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_F22_BF23_1_7555.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_F22_BF23_1_7555.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_F22_BF23_1_7555.d",2022-10-19,"Subject3","F22","F","22","BF23","7555","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_F22_BF23_1_7555.d",14.4082434843463,9749
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_F23_BF6_1_7556.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_F23_BF6_1_7556.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_F23_BF6_1_7556.d",2022-10-19,"Subject3","F23","F","23","BF6","7556","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_F23_BF6_1_7556.d",14.3546350777211,6817
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G19_BG2_1_7569.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G19_BG2_1_7569.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_G19_BG2_1_7569.d",2022-10-19,"Subject3","G19","G","19","BG2","7569","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G19_BG2_1_7569.d",13.746765259863,4394
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G20_BG21_1_7571.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G20_BG21_1_7571.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_G20_BG21_1_7571.d",2022-10-19,"Subject3","G20","G","20","BG21","7571","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G20_BG21_1_7571.d",13.5084385567641,2949
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G21_BG23_1_7572.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G21_BG23_1_7572.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_G21_BG23_1_7572.d",2022-10-19,"Subject3","G21","G","21","BG23","7572","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G21_BG23_1_7572.d",13.8050334089937,4834
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G23_BG24_1_7573.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G23_BG24_1_7573.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_G23_BG24_1_7573.d",2022-10-19,"Subject3","G23","G","23","BG24","7573","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G23_BG24_1_7573.d",12.8641399573215,1774
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G24_BG8_1_7574.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G24_BG8_1_7574.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_G24_BG8_1_7574.d",2022-10-19,"Subject3","G24","G","24","BG8","7574","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_G24_BG8_1_7574.d",13.8322571143779,4583
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H20_BH21_1_7586.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H20_BH21_1_7586.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_H20_BH21_1_7586.d",2022-10-19,"Subject3","H20","H","20","BH21","7586","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H20_BH21_1_7586.d",13.7938623568086,9074
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H21_BH22_1_7587.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H21_BH22_1_7587.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_H21_BH22_1_7587.d",2022-10-19,"Subject3","H21","H","21","BH22","7587","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H21_BH22_1_7587.d",13.8283445873171,4740
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H22_BH23_1_7588.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H22_BH23_1_7588.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_H22_BH23_1_7588.d",2022-10-19,"Subject3","H22","H","22","BH23","7588","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H22_BH23_1_7588.d",14.3476248251068,5690
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H23_BH24_1_7589.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H23_BH24_1_7589.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_H23_BH24_1_7589.d",2022-10-19,"Subject3","H23","H","23","BH24","7589","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H23_BH24_1_7589.d",14.4484099516506,9454
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H24_BH3_1_7590.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H24_BH3_1_7590.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_H24_BH3_1_7590.d",2022-10-19,"Subject3","H24","H","24","BH3","7590","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_H24_BH3_1_7590.d",13.989882010301,5314
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_I22_BI23_1_7599.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_I22_BI23_1_7599.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_I22_BI23_1_7599.d",2022-10-19,"Subject3","I22","I","22","BI23","7599","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_I22_BI23_1_7599.d",13.952377251968,8857
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_I23_BI24_1_7600.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_I23_BI24_1_7600.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_I23_BI24_1_7600.d",2022-10-19,"Subject3","I23","I","23","BI24","7600","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_I23_BI24_1_7600.d",13.6293907743875,3441
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_I24_BI4_1_7601.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_I24_BI4_1_7601.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_I24_BI4_1_7601.d",2022-10-19,"Subject3","I24","I","24","BI4","7601","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_I24_BI4_1_7601.d",12.6912266168126,1590
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_J19_BK20_1_7605.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_J19_BK20_1_7605.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_J19_BK20_1_7605.d",2022-10-19,"Subject3","J19","J","19","BK20","7605","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_J19_BK20_1_7605.d",13.7539897129385,3926
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_K20_BK22_1_7606.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_K20_BK22_1_7606.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_K20_BK22_1_7606.d",2022-10-19,"Subject3","K20","K","20","BK22","7606","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_K20_BK22_1_7606.d",13.8284538739305,4283
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_K22_BK23_1_7607.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_K22_BK23_1_7607.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_K22_BK23_1_7607.d",2022-10-19,"Subject3","K22","K","22","BK23","7607","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_K22_BK23_1_7607.d",14.2187599814349,4187
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_K23_BK24_1_7608.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_K23_BK24_1_7608.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_K23_BK24_1_7608.d",2022-10-19,"Subject3","K23","K","23","BK24","7608","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_K23_BK24_1_7608.d",14.2363057519196,5735
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_K24_BL19_1_7609.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_K24_BL19_1_7609.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_K24_BL19_1_7609.d",2022-10-19,"Subject3","K24","K","24","BL19","7609","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_K24_BL19_1_7609.d",13.9591461362777,4158
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_L19_BL20_1_7610.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_L19_BL20_1_7610.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_L19_BL20_1_7610.d",2022-10-19,"Subject3","L19","L","19","BL20","7610","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_L19_BL20_1_7610.d",14.0311066272148,4660
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_L20_BL21_1_7611.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_L20_BL21_1_7611.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_L20_BL21_1_7611.d",2022-10-19,"Subject3","L20","L","20","BL21","7611","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_L20_BL21_1_7611.d",14.479483433861,9878
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_L21_RB12_1_7612.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_L21_RB12_1_7612.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_L21_RB12_1_7612.d",2022-10-19,"Subject3","L21","L","21","RB12","7612","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_L21_RB12_1_7612.d",12.5901566097562,1079
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_M21_BM22_1_7615.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_M21_BM22_1_7615.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_M21_BM22_1_7615.d",2022-10-19,"Subject3","M21","M","21","BM22","7615","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_M21_BM22_1_7615.d",14.1568178291135,4921
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_M22_BN19_1_7616.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_M22_BN19_1_7616.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_M22_BN19_1_7616.d",2022-10-19,"Subject3","M22","M","22","BN19","7616","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_M22_BN19_1_7616.d",13.9830247560612,5272
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_N19_BN22_1_7617.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_N19_BN22_1_7617.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_N19_BN22_1_7617.d",2022-10-19,"Subject3","N19","N","19","BN22","7617","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_N19_BN22_1_7617.d",14.2385838638309,4496
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_N22_BN23_1_7618.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_N22_BN23_1_7618.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_N22_BN23_1_7618.d",2022-10-19,"Subject3","N22","N","22","BN23","7618","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_N22_BN23_1_7618.d",14.2453706925059,9838
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_N23_BN24_1_7619.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_N23_BN24_1_7619.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_N23_BN24_1_7619.d",2022-10-19,"Subject3","N23","N","23","BN24","7619","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_N23_BN24_1_7619.d",14.4858041568955,10123
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_N24_BO19_1_7620.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_N24_BO19_1_7620.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_N24_BO19_1_7620.d",2022-10-19,"Subject3","N24","N","24","BO19","7620","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_N24_BO19_1_7620.d",14.0578647550816,5248
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_O19_BO20_1_7621.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_O19_BO20_1_7621.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_O19_BO20_1_7621.d",2022-10-19,"Subject3","O19","O","19","BO20","7621","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_O19_BO20_1_7621.d",13.1218094455412,2602
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_O20_BO21_1_7622.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_O20_BO21_1_7622.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_O20_BO21_1_7622.d",2022-10-19,"Subject3","O20","O","20","BO21","7622","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_O20_BO21_1_7622.d",14.2020625872721,9712
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_O21_BP19_1_7623.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_O21_BP19_1_7623.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_O21_BP19_1_7623.d",2022-10-19,"Subject3","O21","O","21","BP19","7623","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_O21_BP19_1_7623.d",14.2334623976519,4775
